484	27208	56152
485	27085	56253
486	26964	56359
487	26842	56462
488	26724	56571
489	26602	56674
490	26480	56776
491	26359	56881
492	26241	56991
493	26122	57100
494	26008	57219
495	25893	57334
496	25772	57440
497	25650	57540
498	25540	57669
499	25429	57793
500	25307	57895
501	25189	58004
502	25071	58114
503	24963	58249
504	24861	58394
505	24744	58506
506	24626	58617
507	24505	58721
508	24384	58823
509	24263	58926
510	24142	59027
511	24029	59149
512	23908	59251
513	23795	59373
514	23674	59474
515	23555	59581
516	23434	59683
517	23314	59787
518	23194	59890
519	23074	59992
520	22952	60092
521	22835	60203
522	22718	60312
523	22602	60428
524	22485	60539
525	22365	60640
526	22247	60747
527	22136	60875
528	22022	60994
529	21908	61112
530	21789	61216
531	21672	61327
532	21557	61443
533	21442	61561
534	21323	61664
535	21203	61765
536	21085	61874
537	20966	61976
538	20854	62103
539	20734	62202
540	20614	62305
541	20497	62415
542	20383	62531
543	20268	62647
544	20150	62754
545	20018	62817
546	19887	62880
547	19768	62983
548	19650	63089
549	19531	63188
550	19417	63307
551	19301	63419
552	19187	63537
553	19069	63640
554	18954	63757
555	18839	63869
556	18726	63990
557	18614	64117
558	18495	64218
559	18377	64321
560	18258	64422
561	18141	64529
562	18027	64646
563	17911	64755
564	17800	64886
565	17685	64999
566	17570	65112
567	17451	65214
568	17333	65317
569	17215	65418
570	17097	65522
571	16983	65639
572	16868	65751
573	16751	65856
574	16636	65972
575	16521	66085
576	16407	66203
577	16292	66316
578	16180	66445
579	16072	66584
580	15963	66723
581	15851	66850
582	15741	66987
583	15634	67134
584	15531	67304
585	15419	67431
586	15310	67575
587	15204	67729
588	15093	67862
589	14983	68000
590	14873	68142
591	14758	68257
592	14651	68413
593	14539	68541
594	14427	68675
595	14313	68797
596	14201	68930
597	14089	69059
598	13978	69200
599	13868	69344
600	13754	69466
601	13639	69585
602	13527	69721
603	13409	69823
604	13298	69960
605	13181	70069
606	13064	70180
607	12948	70289
608	12834	70414
609	12720	70542
610	12603	70647
611	12485	70751
612	12367	70852
613	12250	70958
614	12132	71061
615	12014	71165
616	11897	71267
617	11783	71394
618	11668	71510
619	11554	71640
620	11437	71746
621	11320	71847
622	11202	71948
623	11085	72057
624	10970	72174
625	10857	72307
626	10740	72412
627	10624	72522
628	10508	72635
629	10393	72752
630	10275	72855
631	10159	72961
632	10042	73068
633	9925	73175
634	9809	73284
635	9695	73408
636	9580	73525
637	9466	73657
638	9353	73787
639	9237	73896
640	9119	73998
641	9003	74105
642	8886	74210
643	8770	74319
644	8653	74419
645	8536	74519
646	8419	74625
647	8304	74744
648	8188	74853
649	8073	74964
650	7956	75065
651	7839	75171
652	7723	75279
653	7607	75380
654	7490	75482
655	7374	75587
656	7258	75691
657	7143	75813
658	7027	75915
659	6911	76024
660	6795	76130
661	6679	76241
662	6564	76353
663	6448	76458
664	6332	76561
665	6216	76665
666	6101	76787
667	5988	76924
668	5872	77034
669	5757	77147
670	5641	77249
671	5525	77361
672	5409	77462
673	5293	77568
674	5178	77681
675	5062	77783
676	4948	77902
677	4833	78030
678	4718	78137
679	4602	78245
680	4488	78375
681	4373	78491
682	4257	78592
683	4141	78696
684	4026	78796
685	3910	78901
686	3795	79006
687	3679	79107
688	3564	79219
689	3449	79328
690	3334	79442
691	3218	79543
692	3103	79648
693	2987	79749
694	2872	79852
695	2757	79971
696	2643	80095
697	2527	80204
698	2413	80318
699	2297	80426
700	2183	80546
701	2067	80647
702	1952	80752
703	1837	80854
704	1722	80965
705	1607	81067
706	1492	81168
707	1377	81272
708	1262	81394
709	1147	81503
710	1033	81613
711	918	81716
712	803	81818
713	688	81918
714	573	82023
715	458	82128
716	344	82234
717	229	82340
718	114	82455
719	0	82561
